what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.views,3.3.0.I20080509-2000,org.eclipse.ui.views.ContentOutline,1228708873762
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228708889762
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228708889809
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228708889887
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228709133575
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228709134465
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228709134512
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228709134575
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228709140825
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228709142387
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228709142434
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228709142497
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228709144184
activated,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1228709160059
activated,view,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.PackageExplorer,1228709174184
opened,editor,org.eclipse.ui.editors,3.4.0.v20080603-2000,org.eclipse.ui.DefaultTextEditor,1228709174434
activated,editor,org.eclipse.ui.editors,3.4.0.v20080603-2000,org.eclipse.ui.DefaultTextEditor,1228709174481
activated,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1228709202075
closed,editor,org.eclipse.ui.editors,3.4.0.v20080603-2000,org.eclipse.ui.DefaultTextEditor,1228709202090
activated,view,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.PackageExplorer,1228709203950
opened,editor,org.eclipse.ui.editors,3.4.0.v20080603-2000,org.eclipse.ui.DefaultTextEditor,1228709204122
activated,editor,org.eclipse.ui.editors,3.4.0.v20080603-2000,org.eclipse.ui.DefaultTextEditor,1228709204200
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228709223543
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228709223543
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228709223606
