what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.save,1228724040981
activated,view,org.eclipse.ui.views,3.3.0.I20080509-2000,org.eclipse.ui.views.ContentOutline,1228724068731
activated,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1228724072403
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228724110934
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228724110950
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228724110997
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228724536778
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.save,1228724540231
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228724715075
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228724717512
activated,editor,org.eclipse.ui.editors,3.4.0.v20080603-2000,org.eclipse.ui.DefaultTextEditor,1228724718997
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.copy,1228724724606
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228724725262
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228724751200
activated,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1228724754872
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.save,1228724786981
executed,command,org.eclipse.ui.workbench.texteditor,3.4.0.v20080603-2000,org.eclipse.ui.edit.text.goto.lineEnd,1228724789606
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.paste,1228724800512
executed,command,org.eclipse.ui.workbench.texteditor,3.4.0.v20080603-2000,org.eclipse.ui.edit.text.goto.lineStart,1228724805059
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.cut,1228724807809
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.save,1228724813325
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.paste,1228724832668
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.undo,1228724833965
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.paste,1228724834934
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.save,1228724839887
