what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228712374622
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228712374637
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228712374715
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228712379590
executed,command,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.edit.text.java.open.editor,1228712392934
executed,command,org.eclipse.ui.workbench.texteditor,3.4.0.v20080603-2000,org.eclipse.ui.edit.text.select.lineEnd,1228712410606
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.save,1228712412997
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228712417684
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228712420215
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.save,1228712422840
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228712429231
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228712429231
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228712429293
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228712438622
activated,editor,org.eclipse.ui.editors,3.4.0.v20080603-2000,org.eclipse.ui.DefaultTextEditor,1228712440075
executed,command,org.eclipse.ui.workbench.texteditor,3.4.0.v20080603-2000,org.eclipse.ui.edit.text.goto.lineStart,1228712442575
activated,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1228712447090
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.save,1228712457168
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228712483590
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228712502872
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228712513528
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228712530075
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.copy,1228712532606
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228712534512
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228712566856
