what,kind,bundleId,bundleVersion,description,time
closed,view,org.eclipse.search,3.4.0.v20080603-2000,org.eclipse.search.ui.views.SearchView,1228707639168
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228707650137
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228707650153
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228707650231
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228707665731
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228707674122
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228707675309
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1228707680215
activated,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1228707680278
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.save,1228707686356
started,bundle,org.eclipse.mylyn.java.tasks,3.0.0.v20080619-1900,org.eclipse.mylyn.java.tasks,1228707688997
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.save,1228707689059
opened,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1228707698465
activated,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1228707698497
executed,command,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.edit.text.java.open.editor,1228707698528
activated,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1228707706809
closed,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1228707706809
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228707718200
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228707718200
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228707718262
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228707841434
activated,view,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.PackageExplorer,1228707843715
closed,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1228707843731
opened,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1228707849215
activated,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1228707849278
