what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228720931231
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228720953075
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228721019481
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.copy,1228721033981
activated,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1228721037012
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.paste,1228721049434
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.undo,1228721050403
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.paste,1228721050918
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228721062184
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228721065965
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.save,1228721072778
activated,view,org.eclipse.ui.views,3.3.0.I20080509-2000,org.eclipse.ui.views.ContentOutline,1228721096918
activated,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1228721098575
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.save,1228721102637
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228721103965
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228721107872
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.save,1228721115137
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1228721118575
activated,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1228721122168
activated,editor,org.eclipse.ui.editors,3.4.0.v20080603-2000,org.eclipse.ui.DefaultTextEditor,1228721122262
activated,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1228721128856
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228721129903
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228721144090
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228721145106
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228721145106
