what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.save,1228725832043
activated,editor,org.eclipse.ui.editors,3.4.0.v20080603-2000,org.eclipse.ui.DefaultTextEditor,1228725849028
activated,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1228725856793
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1228725859465
activated,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1228725861293
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228725861387
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228725862356
activated,editor,org.eclipse.ui.editors,3.4.0.v20080603-2000,org.eclipse.ui.DefaultTextEditor,1228725862403
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.selectAll,1228725863684
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.copy,1228725864450
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228725866028
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228725866043
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228725866059
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228725872184
activated,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1228725874293
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.save,1228725886887
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228725888512
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228725888856
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1228725892184
activated,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1228725895481
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228725895559
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228725895965
activated,editor,org.eclipse.ui.editors,3.4.0.v20080603-2000,org.eclipse.ui.DefaultTextEditor,1228725895981
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.selectAll,1228725897168
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.copy,1228725897715
