what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228718762747
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228718763903
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228718763918
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228718763965
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228718769262
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228718771497
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228718838622
activated,view,org.eclipse.ui.views,3.3.0.I20080509-2000,org.eclipse.ui.views.ContentOutline,1228718879481
activated,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1228718899543
activated,view,org.eclipse.ui.views,3.3.0.I20080509-2000,org.eclipse.ui.views.ContentOutline,1228718949231
activated,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1228718952950
activated,view,org.eclipse.ui.views,3.3.0.I20080509-2000,org.eclipse.ui.views.ContentOutline,1228718957372
activated,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1228718961153
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228719094606
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228719216465
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228719242700
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228719242700
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228719242793
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228719273153
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228719278528
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228719281450
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228719291965
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228719323934
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.copy,1228719332684
activated,view,org.eclipse.ui.views,3.3.0.I20080509-2000,org.eclipse.ui.views.ContentOutline,1228719334903
