what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.4.0.v20080603-2000,org.eclipse.ui.edit.text.goto.lineStart,1228715637747
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.save,1228715638184
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228715640059
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228715640075
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228715640122
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228715647981
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1228715651215
activated,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1228715654122
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228715654981
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228715654981
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228715655028
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228715703450
executed,command,org.eclipse.ui.workbench.texteditor,3.4.0.v20080603-2000,org.eclipse.ui.edit.text.select.lineEnd,1228715710559
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.cut,1228715712434
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.paste,1228715731747
executed,command,org.eclipse.ui.workbench.texteditor,3.4.0.v20080603-2000,org.eclipse.ui.edit.text.goto.lineStart,1228715736309
executed,command,org.eclipse.ui.workbench.texteditor,3.4.0.v20080603-2000,org.eclipse.ui.edit.text.goto.lineStart,1228715736543
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.save,1228715740668
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228715746465
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228715746481
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228715746543
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228715811481
activated,view,org.eclipse.ui.views,3.3.0.I20080509-2000,org.eclipse.ui.views.ContentOutline,1228715825622
activated,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1228715829778
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228715850122
