what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.ui.editors,3.4.0.v20080603-2000,org.eclipse.ui.DefaultTextEditor,1228722580653
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228722585137
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228722585137
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228722585184
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228722649340
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.selectAll,1228722650043
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.copy,1228722650715
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228722651793
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228722651793
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228722651840
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228722757934
activated,editor,org.eclipse.ui.editors,3.4.0.v20080603-2000,org.eclipse.ui.DefaultTextEditor,1228722760512
closed,editor,org.eclipse.ui.editors,3.4.0.v20080603-2000,org.eclipse.ui.DefaultTextEditor,1228722760512
activated,editor,org.eclipse.ui.editors,3.4.0.v20080603-2000,org.eclipse.ui.DefaultTextEditor,1228722763293
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228722768090
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228722768106
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228722768168
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228722780903
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228722781872
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228722784075
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228722785762
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228722797340
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228722801215
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228722801231
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228722801309
