what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.ui.editors,3.4.0.v20080603-2000,org.eclipse.ui.DefaultTextEditor,1228714290450
activated,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1228714298997
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.save,1228714308762
activated,view,org.eclipse.ui.views,3.3.0.I20080509-2000,org.eclipse.ui.views.ContentOutline,1228714313122
activated,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1228714315403
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.save,1228714316512
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228714352434
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228714392106
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228714529215
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228714530653
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228714532231
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228714532231
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228714532293
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228714543934
activated,editor,org.eclipse.ui.editors,3.4.0.v20080603-2000,org.eclipse.ui.DefaultTextEditor,1228714591981
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228714603903
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228714640231
activated,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1228714654809
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228714663262
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228714663262
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228714663293
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228715193262
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228715198997
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228715199012
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228715199075
