what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.ui.editors,3.4.0.v20080603-2000,org.eclipse.ui.DefaultTextEditor,1228712589184
activated,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1228712608012
activated,editor,org.eclipse.ui.editors,3.4.0.v20080603-2000,org.eclipse.ui.DefaultTextEditor,1228712614122
activated,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1228712617762
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.cut,1228712627278
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.paste,1228712628840
executed,command,org.eclipse.ui.workbench.texteditor,3.4.0.v20080603-2000,org.eclipse.ui.edit.text.goto.lineStart,1228712636543
executed,command,org.eclipse.ui.workbench.texteditor,3.4.0.v20080603-2000,org.eclipse.ui.edit.text.select.lineEnd,1228712636809
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.copy,1228712637309
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.paste,1228712638575
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.save,1228712638934
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228712640106
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228712640106
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228712640184
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228712683575
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.save,1228712720497
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228712724481
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228712724481
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228712724559
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228712751043
activated,editor,org.eclipse.ui.editors,3.4.0.v20080603-2000,org.eclipse.ui.DefaultTextEditor,1228712755731
activated,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1228712776606
activated,editor,org.eclipse.ui.editors,3.4.0.v20080603-2000,org.eclipse.ui.DefaultTextEditor,1228712793465
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228712796450
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228712796465
