what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228725899215
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228725899215
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228725899278
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228726229762
activated,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1228726232090
activated,editor,org.eclipse.ui.editors,3.4.0.v20080603-2000,org.eclipse.ui.DefaultTextEditor,1228726235262
activated,editor,org.eclipse.ui.editors,3.4.0.v20080603-2000,org.eclipse.ui.DefaultTextEditor,1228726235825
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.save,1228726255372
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1228726258543
activated,editor,org.eclipse.ui.editors,3.4.0.v20080603-2000,org.eclipse.ui.DefaultTextEditor,1228726259653
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228726259684
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228726260872
activated,editor,org.eclipse.ui.editors,3.4.0.v20080603-2000,org.eclipse.ui.DefaultTextEditor,1228726260918
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.selectAll,1228726261590
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.copy,1228726262387
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228726263700
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228726263700
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228726263762
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228726304950
activated,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1228726307184
activated,view,org.eclipse.ui.views,3.3.0.I20080509-2000,org.eclipse.ui.views.ContentOutline,1228726313934
activated,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1228726317606
activated,editor,org.eclipse.ui.editors,3.4.0.v20080603-2000,org.eclipse.ui.DefaultTextEditor,1228726332684
activated,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1228726388590
activated,view,org.eclipse.ui.views,3.3.0.I20080509-2000,org.eclipse.ui.views.ContentOutline,1228726396137
