what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228712796512
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228712802653
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228712889950
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228713463997
activated,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1228713467403
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228713475934
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228713475934
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228713475981
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228713481231
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228713486887
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228713520887
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.save,1228713529012
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.save,1228713539762
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228713541247
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228713541247
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228713541325
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228713546543
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.save,1228713551747
activated,editor,org.eclipse.ui.editors,3.4.0.v20080603-2000,org.eclipse.ui.DefaultTextEditor,1228713552512
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.copy,1228713573934
activated,editor,org.eclipse.ui.editors,3.4.0.v20080603-2000,org.eclipse.ui.DefaultTextEditor,1228713576606
activated,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1228713578340
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.paste,1228713593122
executed,command,org.eclipse.ui.workbench.texteditor,3.4.0.v20080603-2000,org.eclipse.ui.edit.text.goto.lineEnd,1228713597028
executed,command,org.eclipse.ui.workbench.texteditor,3.4.0.v20080603-2000,org.eclipse.ui.edit.text.goto.lineEnd,1228713599918
