what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228707376387
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228707376387
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228707376434
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228707405028
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228707407434
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228707421215
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228707422622
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228707425653
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228707426465
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228707501043
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.save,1228707507481
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1228707513168
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.copy,1228707515965
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228707517793
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228707517809
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228707517825
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228707545887
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228707546606
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228707547090
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228707619153
activated,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1228707621747
started,bundle,org.eclipse.jdt.junit,3.4.0.v20080603-2000,org.eclipse.jdt.junit,1228707623450
started,bundle,org.eclipse.jst.server.ui,1.0.303.v200805140145,org.eclipse.jst.server.ui,1228707623481
activated,view,org.eclipse.search,3.4.0.v20080603-2000,org.eclipse.search.ui.views.SearchView,1228707636950
activated,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1228707639153
