what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.ui.editors,3.4.0.v20080603-2000,org.eclipse.ui.DefaultTextEditor,1228725053887
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.selectAll,1228725054512
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.copy,1228725055059
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228725055887
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228725055887
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228725055981
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228725065231
activated,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1228725067731
activated,editor,org.eclipse.ui.editors,3.4.0.v20080603-2000,org.eclipse.ui.DefaultTextEditor,1228725073153
activated,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1228725076497
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228725079497
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228725079512
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228725079559
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228725087747
activated,view,org.eclipse.ui.views,3.3.0.I20080509-2000,org.eclipse.ui.views.ContentOutline,1228725094762
activated,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1228725096309
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228725151278
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228725154418
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.save,1228725155887
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1228725159325
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228725161106
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228725163997
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228725164309
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228725164309
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228725164372
