what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.ws,1.1.0.v200805140300,org.eclipse.wst.ws,1228706189184
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228706189512
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228706199122
started,bundle,org.eclipse.wst.server.core,1.1.0.v20080530,org.eclipse.wst.server.core,1228706201668
started,bundle,org.eclipse.wst.server.ui,1.1.0.v20080515,org.eclipse.wst.server.ui,1228706201684
started,bundle,org.eclipse.wst.web,1.1.202.v200805140200,org.eclipse.wst.web,1228706201731
started,bundle,org.eclipse.wst.common.emf,1.1.200.v200805140020,org.eclipse.wst.common.emf,1228706201825
started,bundle,org.eclipse.emf.ecore.xmi,2.4.0.v200806091234,org.eclipse.emf.ecore.xmi,1228706201856
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.1.200.v200805140020,org.eclipse.wst.common.emfworkbench.integration,1228706201856
started,bundle,org.eclipse.wst.common.modulecore,1.1.200.v200806091800,org.eclipse.wst.common.modulecore,1228706201934
started,bundle,org.eclipse.jst.j2ee.core,1.1.200.v200806052000,org.eclipse.jst.j2ee.core,1228706201981
started,bundle,org.eclipse.jem,2.0.200.v200806051600,org.eclipse.jem,1228706202012
started,bundle,org.eclipse.jst.jee,1.0.100.v200805140020,org.eclipse.jst.jee,1228706202356
started,bundle,org.eclipse.wst.sse.core,1.1.300.v200805221633,org.eclipse.wst.sse.core,1228706202450
started,bundle,org.eclipse.wst.common.frameworks.ui,1.1.200.v200805221400,org.eclipse.wst.common.frameworks.ui,1228706202497
started,bundle,org.eclipse.wst.xml.core,1.1.300.v200806051910,org.eclipse.wst.xml.core,1228706202512
started,bundle,org.eclipse.wst.validation,1.2.0.v200806051402,org.eclipse.wst.validation,1228706202637
started,bundle,org.eclipse.jst.j2ee,1.1.200.v200806051600,org.eclipse.jst.j2ee,1228706202747
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228706204075
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228706229387
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1228706232387
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.copy,1228706250372
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228706251200
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228706251200
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228706251278
