what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.save,1228718204465
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228718205200
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228718217247
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228718261418
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228718263200
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228718263825
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228718306481
executed,command,org.eclipse.ui.workbench.texteditor,3.4.0.v20080603-2000,org.eclipse.ui.edit.text.goto.lineStart,1228718309012
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.save,1228718310309
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228718316731
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228718316731
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228718316793
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1228718362168
activated,view,org.eclipse.ui.views,3.3.0.I20080509-2000,org.eclipse.ui.views.ContentOutline,1228718369012
activated,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1228718372340
activated,view,org.eclipse.ui.views,3.3.0.I20080509-2000,org.eclipse.ui.views.ContentOutline,1228718378637
activated,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1228718381559
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.save,1228718382606
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1228718386137
activated,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1228718392512
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.save,1228718405231
activated,view,org.eclipse.ui.views,3.3.0.I20080509-2000,org.eclipse.ui.views.ContentOutline,1228718409606
activated,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1228718411325
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1228718414278
activated,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1228718418825
